Opponent (bot),Dave's Player
P,R
P,S
P,S
R,S
R,P
P,R
P,P
P,S
R,S
R,P
P,S
R,P
R,S
S,P
R,P
R,P
R,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
