Opponent (bot),Dave's Player
P,S
P,R
R,S
P,S
P,P
P,S
P,R
R,R
R,R
P,P
R,S
P,P
R,S
P,R
P,R
P,S
P,R
P,S
P,R
R,S
P,P
R,P
R,P
R,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
