Opponent (bot),Dave's Player
P,R
P,S
P,S
R,S
R,R
P,R
P,R
P,R
P,P
P,R
P,P
P,P
P,S
R,S
R,R
P,P
P,R
P,P
P,R
P,P
P,P
P,P
P,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,P
S,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
R,S
